CRIM,RM,AGE,DIS,TAX,PTRATIO,PRICE
0.52616,6.424,78.6,3.7754,223.0,13.51,38.06
0.17251,5.732,61.2,4.3855,320.0,19.98,31.22
0.27304,5.955,32.9,7.75,390.0,19.07,34.1
0.01937,6.166,26.7,10.8773,267.0,13.9,34.43
0.91438,6.095,21.5,9.9092,342.0,15.67,32.1
0.11863,6.355,33.3,7.4144,360.0,13.06,39.01
0.57694,5.782,91.3,9.0324,223.0,18.28,33.72
0.27478,6.257,39.3,5.013,433.0,13.21,33.89
0.55462,5.87,48.3,8.0506,554.0,21.86,30.71
0.65177,6.369,28.4,6.128,261.0,19.81,36.0
0.82991,6.308,37.8,3.0893,439.0,15.9,38.22
0.20721,5.532,61.5,8.7191,466.0,17.79,29.27
0.01198,6.543,68.6,7.1211,368.0,21.11,28.95
0.13775,5.732,39.6,4.9448,480.0,17.54,31.54
0.90012,6.404,24.6,11.0247,364.0,13.74,39.24
0.87402,6.184,51.3,1.2303,402.0,15.79,34.0
0.59782,6.919,38.7,4.4735,203.0,20.43,38.22
0.60092,5.888,37.6,1.6257,477.0,18.44,32.34
0.66537,5.825,96.8,9.4318,465.0,18.51,23.3
0.1762,5.99,69.3,8.7232,215.0,20.67,35.9
0.9145,5.848,64.6,4.6449,347.0,20.94,29.17
0.41935,6.4,53.3,8.4323,592.0,21.2,32.0
0.38376,5.192,54.3,5.3553,368.0,12.95,31.74
0.5194,5.473,63.3,9.3188,401.0,17.44,32.13
0.04792,5.466,75.7,5.996,564.0,19.41,28.3
0.16712,6.475,76.2,5.5351,487.0,19.57,32.77
0.7383,6.855,33.7,11.282,433.0,18.07,34.49
0.08372,5.948,60.0,3.7597,519.0,13.67,35.72
0.60355,5.916,53.0,2.3249,546.0,19.97,27.03
0.2461,6.035,89.6,7.43,383.0,19.2,32.74
0.38991,6.581,70.5,11.6625,390.0,12.86,34.73
0.28941,5.536,62.6,5.1562,354.0,16.64,34.27
0.35632,6.119,29.2,1.6824,587.0,13.74,35.79
0.71933,6.488,68.5,4.7324,479.0,15.37,36.89
0.29782,6.251,29.4,6.5652,233.0,12.18,39.66
0.56684,6.095,47.0,2.7812,545.0,16.0,30.27
0.47657,6.501,31.4,8.2391,392.0,17.5,34.29
0.66401,4.648,75.4,11.9752,228.0,18.2,27.22
0.93689,6.339,36.5,5.9691,420.0,18.63,34.76
0.73284,5.673,51.3,4.902,367.0,20.36,32.99
0.21573,5.085,91.7,5.4077,551.0,14.15,28.71
0.03215,6.256,36.3,2.2666,282.0,13.2,37.37
0.263,6.687,60.6,10.716,531.0,20.52,31.18
0.59548,5.931,53.5,5.5631,423.0,13.57,34.83
0.05237,6.476,21.4,5.26,222.0,21.75,31.94
0.49687,6.806,83.4,8.2566,589.0,20.43,35.87
0.59725,6.657,25.5,5.8624,405.0,17.01,38.38
0.33491,6.82,57.9,8.1306,316.0,21.81,37.96
0.77114,6.371,64.9,1.6759,388.0,12.97,34.66
0.10749,6.038,70.3,9.951,543.0,15.03,34.58
0.07606,5.199,75.1,11.3455,322.0,18.38,32.49
0.72846,5.877,40.3,8.1364,277.0,15.5,32.02
0.496,5.578,20.8,11.5002,252.0,21.28,32.1
0.68871,7.085,77.9,2.6658,319.0,12.66,41.69
0.43539,5.912,62.9,6.2516,512.0,17.49,28.25
0.24716,6.062,86.9,7.6199,389.0,17.91,33.2
0.81928,6.276,85.7,7.3991,291.0,18.53,35.41
0.79962,6.022,87.5,5.4161,266.0,14.56,33.86
0.695,6.848,58.8,4.7189,333.0,15.65,41.36
0.27287,5.689,46.7,2.3951,576.0,20.44,26.12
0.59064,6.097,83.3,5.3092,337.0,13.95,32.29
0.36161,5.629,56.1,2.7893,595.0,20.27,28.91
0.09249,5.34,34.7,9.078,394.0,17.63,30.09
0.9174,5.694,88.4,3.2971,272.0,19.62,29.74
0.13768,5.981,90.6,1.6442,556.0,19.14,32.28
0.95029,5.785,57.3,7.076,384.0,14.08,34.5
0.44656,5.654,26.1,7.5475,484.0,17.69,32.79
